D1;DS1;DSF; DpA;DpB; T1; T2;T3;T4;deltaT;P;M01; M02;VA ;VB ;D2A; D2B;Ds;TS1;SF;D3A;D3B;DS2A;DS2B;POA;POB;TsA; TsB;SFA; SFB;DgA;YseA;YsynA; YuntA;CaoA;DgB;YseB;YsynB; YuntB;CaoB;Ym ;CaO;R
207;1393;37;91;106;76;78,65;61,71;77,07;1,727;438,90;80,49;70,55;629;671;269;362;1457;31,45;25,31;99,67;54,24;1227;1225;23,22;22,90;1,08;0,92;29,40;27,44;130;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;88;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
230;1651;102;221;261;85;82,16;82,09;80,62;1,467;322,18;83,52;66,96;358;499;386;399;1487;35,63;32,59;126,65;71,60;1239;1228;23,22;22,90;1,08;0,92;29,40;27,44;125;0,1;0,55;0,2;32,67;124;0,28;0,58;0,21;32,55;0,960;32,61;95,00
168;1659;79;215;307;81;82,09;82,23;80,88;1,348;330,72;83,04;81,44;597;475;290;420;1478;32,37;31,12;121,43;80,67;1245;1252;24,44;24,51;0,90;0,94;23,03;22,54;148;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;130;0,08;0,62;0,2;32,68;#DIV/0!;#DIV/0!;#DIV/0!
165;1681;86;208;299;84;81,86;81,95;80,86;1,088;325,76;81,20;67,79;522;500;327;389;1476;32,38;31,61;103,61;85,07;1243;1241;24,44;24,51;0,90;0,94;23,03;22,54;129;0,09;0,61;0,2;32,53;129;0,11;0,6;0,2;32,40;0,905;32,47;95,26
149;1679;75;102;309;82;82,23;81,60;80,48;1,121;333,99;80,87;88,37;566;417;348;417;1477;34,59;31,91;116,71;86,97;1231;1231;24,44;24,51;0,90;0,94;23,03;22,54;124;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;127;0,13;0,57;0,21;32,53;#DIV/0!;#DIV/0!;#DIV/0!
172;1659;82;155;306;82;82,60;82,05;80,77;1,286;328,49;81,92;77,32;529;502;407;407;1468;31,28;28,49;121,35;94,31;1251;1251;24,87;24,78;0,97;0,99;26,46;25,48;126;0,1;0,6;0,2;32,40;134;0,14;0,59;0,21;32,59;0,920;32,50;95,19
207;1652;95;218;283;85;82,59;82,41;81,21;1,201;323,04;85,08;69,48;408;558;388;334;1495;34,95;25,72;108,80;83,68;1246;1243;24,87;24,78;0,97;0,99;26,46;25,48;129;0,09;0,62;0,21;32,49;125;0,12;0,6;0,2;32,58;0,920;32,54;95,19
193;1645;91;209;324;84;82,41;82,07;81,06;1,016;321,14;83,86;78,07;423;453;416;425;1479;32,60;32,43;106,93;80,15;1240;1242;24,87;24,78;0,97;0,99;26,46;25,48;131;0,14;0,61;0,2;32,57;135;0,14;0,61;0,19;32,52;0,945;32,55;95,06
245;1642;110;220;309;86;82,52;82,31;80,98;1,331;319,99;85,37;66,42;424;485;385;411;1482;33,43;27,13;115,50;80,88;1246;1244;25,02;24,89;1,05;1,01;27,93;28,42;134;0,1;0,58;0,2;32,53;134;0,14;0,57;0,21;32,47;0,900;32,50;95,29
212;1640;102;220;315;85;82,63;82,42;81,01;1,408;324,51;83,21;63,71;381;427;388;411;1471;31,25;31,73;115,53;75,54;1252;1253;25,02;24,89;1,05;1,01;27,93;28,42;129;0,093;0,62;0,2;32,57;129;0,12;0,63;0,19;32,62;0,927;32,60;95,17
187;1652;89;212;311;83;82,19;81,73;80,72;1,013;327,70;80,22;81,01;479;481;331;383;1472;31,90;25,06;117,10;71,72;1240;1236;25,02;24,89;1,05;1,01;27,93;28,42;125;0,07;0,63;0,2;32,77;131;0,11;0,61;0,21;32,88;0,915;32,83;95,26
160;1637;79;117;321;81;81,89;81,31;80,31;1,001;326,78;82,06;88,57;540;407;414;425;1470;32,42;27,99;127,63;84,85;1233;1239;24,19;24,27;0,92;0,90;24,99;24,01;158;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;132;0,07;0,59;0,21;32,49;#DIV/0!;#DIV/0!;#DIV/0!
209;1652;95;231;280;85;82,39;82,08;81,04;1,035;325,26;84,58;64,38;454;527;414;352;1469;31,48;30,99;122,53;81,96;1247;1246;24,19;24,27;0,92;0,90;24,99;24,01;132;0,09;0,63;0,2;32,42;137;0,07;0,62;0,21;32,38;0,910;32,40;95,23
216;1636;101;223;302;87;82,03;81,86;81,03;0,829;325,09;83,39;53,92;415;474;380;392;1469;32,78;29,59;122,98;75,73;1230;1235;24,19;24,27;0,92;0,90;24,99;24,01;131;0,14;0,57;0,2;32,56;131;0,12;0,55;0,21;32,00;0,895;32,28;95,29
233;1631;109;236;310;90;82,30;82,12;81,11;1,012;323,33;84,57;60,71;357;414;405;411;1472;33,82;30,63;122,98;79,04;1228;1228;24,12;24,03;0,93;0,90;24,99;26,95;138;0,1;0,55;0,2;32,52;129;0,11;0,54;0,21;32,47;0,855;32,50;95,53
207;1625;94;237;316;91;81,75;81,55;80,80;0,748;330,62;79,41;64,39;325;359;413;408;1462;32,50;29,75;123,28;82,47;1229;1228;24,12;24,03;0,93;0,90;24,99;26,95;133;0,14;0,57;0,21;32,47;131;0,11;0,56;0,21;32,49;0,900;32,48;95,29
214;1637;97;217;304;91;82,06;81,91;80,94;0,974;326,75;79,20;65,13;343;394;382;381;1460;31,07;29,04;118,87;71,06;1236;1235;24,12;24,03;0,93;0,90;24,99;26,95;124;0,07;0,54;0,2;32,55;124;0,05;0,55;0,2;32,48;0,805;32,52;95,79
185;1642;88;158;262;89;82,62;82,05;81,17;0,883;328,69;82,31;60,55;513;533;395;395;1465;33,08;30,93;101,08;74,38;1227;1227;23,94;23,90;0,98;0,92;29,40;28,91;131;0,12;0,55;0,2;32,52;116;0,1;0,54;0,21;32,50;0,860;32,51;95,50
234;1635;110;209;310;92;82,59;82,47;81,10;1,370;321,68;84,21;63,46;368;437;382;407;1480;34,06;31,57;112,66;74,41;1231;1229;23,94;23,90;0,98;0,92;29,40;28,91;129;0,1;0,56;0,21;32,49;130;0,11;0,55;0,2;32,47;0,865;32,48;95,47
241;1646;109;216;322;91;82,69;82,58;81,11;1,467;322,24;84,46;77,46;305;388;404;412;1471;32,12;33,25;119,42;77,96;1242;1240;23,94;23,90;0,98;0,92;29,40;28,91;128;0,12;0,58;0,21;32,59;129;0,11;0,57;0,21;32,64;0,900;32,62;95,31
225;1630;107;215;319;91;82,57;82,47;81,12;1,352;319,80;84,61;72,95;358;431;403;419;1480;33,54;30,26;120,42;81,30;1237;1234;24,16;24,06;0,95;0,90;29,40;29,89;130;0,12;0,58;0,2;32,53;129;0,11;0,59;0,21;32,49;0,905;32,51;95,27
227;1627;100;204;294;98;82,26;82,16;81,47;0,691;321,34;78,53;60,97;451;497;369;384;1466;32,88;27,69;115,89;85,39;1232;1231;24,16;24,06;0,95;0,90;29,40;29,89;123;0,13;0,62;0,21;32,55;124;0,11;0,61;0,19;32,46;0,935;32,51;95,11
185;1654;89;218;296;96;82,71;82,21;82,03;0,407;325,15;79,49;65,54;517;526;332;377;1482;34,28;31,91;119,14;75,07;1233;1234;24,16;24,06;0,95;0,90;29,40;29,89;136;0,11;0,52;0,21;32,43;134;0,13;0,51;#DIV/0!;32,69;#DIV/0!;65,12;#DIV/0!
159;1672;55;211;282;88;82,32;79,95;81,45;0,961;441,31;81,33;62,97;532;689;307;299;1485;34,54;29,34;110,10;109,71;1230;1230;24,16;24,28;0,90;0,81;31,36;30,38;127;0,11;0,51;0,21;32,42;131;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
233;1630;110;236;319;93;82,49;82,39;81,82;0,568;318,35;81,12;60,84;363;452;414;397;1475;32,67;27,75;128,29;81,03;1240;1241;24,16;24,28;0,90;0,81;31,36;30,38;134;0,1;0,51;0,2;32,31;133;0,1;0,52;0,21;32,57;0,820;32,44;95,70
247;1630;110;246;320;93;82,40;82,26;81,15;1,116;318,23;81,42;64,77;308;435;417;421;1490;35,37;32,22;131,38;80,65;1232;1231;24,16;24,28;0,90;0,81;31,36;30,38;126;0,11;0,51;0,21;32,60;128;0,1;0,49;0,22;32,54;0,820;32,57;95,72
247;1631;110;212;305;90;82,62;82,51;81,15;1,364;318,57;84,84;56,49;335;441;410;395;1471;31,80;29,61;120,67;60,52;1243;1244;24,50;24,67;0,82;0,97;31,36;30,87;117;0,16;0,51;0,21;32,42;116;0,16;0,5;0,2;32,71;0,870;32,57;95,46
214;1636;100;222;310;87;82,21;82,10;80,95;1,151;320,10;81,46;58,58;326;416;387;392;1480;32,99;31,71;124,90;68,50;1238;1240;24,50;24,67;0,82;0,97;31,36;30,87;117;0,07;0,52;0,2;32,46;118;0,07;0,53;0,21;32,51;0,800;32,49;95,81
239;1623;105;216;306;89;82,33;82,20;80,83;1,374;316,91;82,14;69,82;326;435;393;404;1482;33,95;32,28;122,93;63,22;1237;1239;24,50;24,67;0,82;0,97;31,36;30,87;115;0,13;0,54;0,2;32,63;117;0,09;0,56;0,2;32,55;0,860;32,59;95,51
195;1638;84;194;261;86;82,05;81,12;81,14;1,214;382,32;81,62;62,08;387;487;337;357;1462;30,84;23,27;106,19;59,18;1243;1242;24,38;24,31;0,96;0,92;24,50;24,99;110;0,09;0,58;0,22;32,46;121;0,06;0,59;0,21;32,31;0,875;32,39;95,41
250;1618;110;212;297;88;82,71;82,58;81,26;1,323;321,84;84,57;63,84;457;530;393;390;1461;31,09;27,62;121,54;66,82;1228;1229;24,38;24,31;0,96;0,92;24,50;24,99;116;0,16;0,58;0,21;32,48;116;0,14;0,59;0,2;32,45;0,940;32,47;95,08
239;1617;107;218;308;89;82,44;82,39;81,51;0,868;316,82;84,44;73,62;330;448;398;397;1484;32,78;26,80;122,51;62,16;1245;1240;24,38;24,31;0,96;0,92;24,50;24,99;121;0,11;0,55;0,2;32,44;119;0,16;0,56;0,21;32,58;0,895;32,51;95,32
240;1630;89;216;314;87;81,97;80,37;80,70;1,222;379,94;80,27;83,74;396;401;378;408;1478;32,30;32,52;119,69;77,68;1247;1248;24,70;24,81;0,93;0,88;24,50;25,48;121;0,1;0,56;0,21;32,56;130;0,11;0,57;0,2;32,49;0,875;32,53;95,43
230;1626;109;213;304;91;82,53;82,31;81,06;1,252;324,24;82,47;58,44;307;357;405;399;1474;32,50;21,81;121,33;55,21;1242;1244;24,70;24,81;0,93;0,88;24,50;25,48;118;0,13;0,58;0,21;32,49;118;0,1;0,59;0,19;32,47;0,900;32,48;95,29
276;1211;40;279;329;76;77,05;74,14;76,93;1,053;649,47;86,14;82,81;374;425;337;362;1434;31,60;30,30;115,51;67,82;1240;1245;24,70;24,81;0,93;0,88;24,50;25,48;104;0,11;0,56;0,2;32,67;100;0,13;0,55;0,21;32,52;0,880;32,60;95,41
#DIV/0!;744;2;100;114;66;66,94;42,29;66,28;#DIV/0!;762,05;81,38;75,85;694;715;275;343;#DIV/0!;#DIV/0!;#DIV/0!;97,30;130,26;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;113;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;125;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;0;0;65;66,89;35,63;63,88;#DIV/0!;757,39;80,33;89,40;766;782;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;3;0;0;64;66,67;29,41;60,73;#DIV/0!;756,95;79,89;89,56;766;798;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;5;0;63;66,38;30,91;58,25;#DIV/0!;757,35;79,87;89,22;766;786;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;3;0;0;63;66,43;35,48;56,29;#DIV/0!;757,90;80,06;89,14;767;766;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;5,22;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;0;0;62;66,53;26,59;54,67;#DIV/0!;757,46;80,18;89,00;767;797;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;0;0;62;66,58;30,30;53,35;#DIV/0!;757,51;80,36;89,34;767;782;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;0;0;61;66,59;35,51;53,91;#DIV/0!;757,75;80,34;91,93;767;767;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;0;0;60;66,58;25,53;53,40;#DIV/0!;757,30;80,13;92,18;767;801;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;0;0;60;65,66;28,99;53,01;#DIV/0!;757,19;80,09;92,88;766;786;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
#DIV/0!;505;2;0;0;60;63,36;34,32;52,69;#DIV/0!;756,83;80,41;92,48;766;772;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
153;777;21;100;0;66;65,73;36,25;55,83;6,359;603,02;80,16;93,68;661;804;332;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;128,08;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;105;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
124;1658;60;271;0;84;79,98;81,62;79,43;2,190;330,10;81,94;82,07;460;788;463;#DIV/0!;1380;24,97;29,77;133,08;#DIV/0!;1214;#DIV/0!;20,75;#DIV/0!;0,75;#DIV/0!;25,48;#DIV/0!;108;0,18;0,57;0,21;32,52;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
124;1680;60;146;0;82;80,62;82,36;80,33;2,034;329,72;80,98;46,25;410;769;309;#DIV/0!;1466;33,41;27,93;99,24;#DIV/0!;1225;#DIV/0!;20,75;#DIV/0!;0,75;#DIV/0!;25,48;#DIV/0!;97;0,1;0,58;0,21;32,54;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
122;1695;63;207;0;83;80,44;82,32;80,77;1,546;327,30;83,23;93,30;259;797;404;#DIV/0!;1503;35,56;26,89;113,09;#DIV/0!;1246;#DIV/0!;20,75;#DIV/0!;0,75;#DIV/0!;25,48;#DIV/0!;141;0,13;0,56;0,21;32,59;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
121;1689;61;221;0;84;80,32;82,09;80,53;1,562;329,52;82,90;70,63;425;791;412;#DIV/0!;1470;33,06;27,68;130,94;#DIV/0!;1235;#DIV/0!;24,42;24,55;0,91;0,94;25,48;25,97;138;0,08;0,58;0,2;32,53;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
222;1663;104;194;245;85;80,46;82,22;81,11;1,113;316,95;88,61;47,22;434;514;360;366;1506;36,17;28,85;103,19;74,11;1239;1238;24,42;24,55;0,91;0,94;25,48;25,97;138;0,11;0,58;0,2;32,42;137;0,14;0,6;0,21;32,62;0,920;32,52;95,19
229;1646;110;192;304;85;80,71;82,51;81,39;1,116;316,98;89,44;60,73;367;454;380;393;1483;32,90;33,50;114,86;64,99;1246;1247;24,42;24,55;0,91;0,94;25,48;25,97;134;0,12;0,54;0,21;32,53;135;0,14;0,56;0,21;32,50;0,890;32,52;95,35
192;1663;92;189;171;84;80,85;82,11;81,57;0,886;322,99;85,62;54,84;431;626;347;360;1486;32,63;29,94;105,36;77,70;1255;1252;25,24;25,16;0,94;0,89;26,95;27,44;139;0,09;0,55;0,2;32,40;91;0,09;0,55;0,21;32,66;0,845;32,53;95,58
202;1663;99;199;255;84;80,55;82,39;81,17;1,217;322,24;86,38;56,48;377;518;344;343;1501;34,29;30,50;106,80;85,01;1253;1252;25,24;25,16;0,94;0,89;26,95;27,44;137;0,12;0,54;0,21;32,51;136;0,12;0,55;0,21;32,53;0,875;32,52;95,43
174;1661;79;176;264;81;80,20;81,46;81,26;0,514;324,43;83,73;73,35;608;418;266;402;1514;36,52;29,46;107,52;111,87;1250;1244;25,24;25,16;0,94;0,89;26,95;27,44;138;0,07;0,56;0,2;32,44;139;0,12;0,55;0,21;32,50;0,855;32,47;95,52
116;1673;60;175;272;80;80,22;81,13;80,84;0,298;330,37;80,30;93,40;698;442;255;452;1503;35,20;31,42;68,37;136,72;#DIV/0!;1246;21,72;24,63;0,50;0,80;24,50;24,01;124;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;132;0,11;0,58;0,21;32,52;#DIV/0!;#DIV/0!;#DIV/0!
134;1666;60;285;303;82;79,47;80,46;79,98;0,474;329,64;81,98;99,95;691;471;261;462;1470;32,89;27,26;63,64;139,04;#DIV/0!;1239;21,72;24,63;0,50;0,80;24,50;24,01;129;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;139;0,07;0,6;0,21;32,56;#DIV/0!;#DIV/0!;#DIV/0!
158;1656;75;258;261;84;79,17;80,45;80,00;0,448;326,27;81,57;74,97;476;450;320;422;1470;34,49;32,23;86,80;133,15;1210;1217;21,72;24,63;0,50;0,80;24,50;24,01;119;0,38;0,57;0,21;32,68;121;0,17;0,56;0,21;32,58;1,050;32,63;94,53
190;1647;90;169;239;85;80,25;81,66;80,48;1,169;328,64;81,23;50,67;510;498;330;354;1495;35,67;32,10;81,31;102,90;1233;1207;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;92;0,1;0,56;0,2;32,50;121;0,12;0,55;0,2;32,42;0,865;32,46;95,47
242;1615;108;238;252;85;80,38;82,17;80,90;1,270;323,47;86,30;55,77;441;477;358;401;1481;33,93;30,05;92,62;119,92;1239;1239;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;133;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;134;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
140;1673;67;248;267;80;80,28;81,44;81,06;0,489;332,64;83,39;71,54;665;528;289;429;#DIV/0!;#DIV/0!;#DIV/0!;77,45;98,53;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;123;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;119;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!
170;1646;77;112;224;83;80,09;79,60;81,00;0,721;384,01;84,22;40,92;662;598;344;323;1488;33,68;31,67;96,75;103,33;1244;1244;24,37;24,28;0,89;0,92;28,42;27,93;101;0,12;0,54;0,2;32,49;131;0,1;0,53;0,21;32,65;0,850;32,57;95,56
221;1647;111;222;240;87;80,71;82,53;81,33;1,200;318,54;88,49;52,22;436;449;333;359;1509;35,94;29,65;94,76;93,61;1238;1235;24,37;24,28;0,89;0,92;28,42;27,93;129;0,14;0,56;0,2;32,62;130;0,13;0,55;0,21;32,60;0,895;32,61;95,33
204;1668;95;224;248;84;80,69;82,27;81,43;0,840;324,91;87,84;68,04;449;422;308;379;1484;33,04;32,03;107,67;96,85;1247;1249;24,37;24,28;0,89;0,92;28,42;27,93;136;0,12;0,56;0,2;32,60;134;0,16;0,58;0,21;32,64;0,915;32,62;95,23
173;1663;82;158;229;84;80,73;81,96;81,34;1,088;322,50;85,38;60,63;568;533;340;342;1488;33,54;31,97;76,42;83,57;1246;1247;25,22;25,37;0,97;0,91;28,42;27,93;110;0,13;0,54;0,2;32,52;114;0,14;0,55;0,21;32,48;0,885;32,50;95,37
194;1658;90;214;233;86;80,23;81,96;81,39;0,574;323,63;83,99;48,43;412;463;345;331;1502;33,99;27,55;97,15;93,70;1253;1257;25,22;25,37;0,97;0,91;28,42;27,93;123;0,14;0,53;0,22;32,50;124;0,12;0,54;0,22;32,51;0,885;32,51;95,37
225;1648;110;216;223;88;81,15;82,93;82,01;0,926;321,08;86,82;48,57;388;488;353;335;1490;33,36;28,99;95,07;103,65;1251;1253;25,22;25,37;0,97;0,91;28,42;27,93;125;0,12;0,54;0,2;32,49;125;0,1;0,55;0,21;32,58;0,860;32,54;95,51
247;1631;110;229;264;87;80,76;82,61;81,77;0,837;315,03;89,52;73,60;373;397;367;393;1497;34,45;32,34;84,09;98,64;1247;1246;25,51;25,42;1,02;0,97;28,42;28,91;131;0,12;0,55;0,2;32,53;129;0,11;0,56;0,2;32,55;0,870;32,54;95,45
253;1610;110;248;244;88;80,67;82,49;81,54;0,954;316,02;88,52;75,83;394;392;400;393;1502;34,14;32,28;81,76;127,41;1252;1250;25,51;25,42;1,02;0,97;28,42;28,91;135;0,09;0,59;0,2;32,57;134;0,11;0,6;0,21;32,40;0,900;32,49;95,29
196;1646;93;227;241;87;80,29;82,10;81,37;0,727;324,64;85,37;49,40;452;507;347;355;1475;31,32;29,03;86,92;107,54;1254;1254;25,51;25,42;1,02;0,97;28,42;28,91;129;0,1;0,6;0,2;32,44;129;0,1;0,59;0,21;32,62;0,900;32,53;95,30
239;1654;110;203;223;88;80,68;82,46;81,53;0,926;318,30;88,57;52,49;466;526;341;349;1497;35,13;27,80;95,81;109,18;1234;1238;24,82;24,89;1,01;1,04;30,38;30,87;138;0,13;0,61;0,21;32,49;141;0,11;0,6;0,22;32,51;0,940;32,50;95,08
228;1656;110;198;219;88;80,89;82,72;81,62;1,105;318,34;91,42;47,64;404;501;348;346;1500;34,77;32,28;93,31;102,47;1246;1247;24,82;24,89;1,01;1,04;30,38;30,87;135;0,17;0,65;0,21;32,69;139;0,17;0,63;0,2;32,48;1,015;32,59;94,70
247;1639;110;226;240;88;80,88;82,72;81,79;0,926;317,85;91,04;57,59;386;490;365;370;1495;32,81;29,27;96,91;114,25;1260;1259;24,82;24,89;1,01;1,04;30,38;30,87;136;0,13;0,62;0,21;32,50;141;0,12;0,6;0,21;32,60;0,945;32,55;95,06
178;1651;88;193;210;86;80,53;82,10;81,27;0,833;324,94;85,61;58,60;443;538;361;349;1475;31,64;31,30;96,40;105,33;1255;1253;24,81;24,89;1,04;1,06;31,85;32,34;132;0,13;0,57;0,2;32,48;117;0,16;0,56;0,21;32,40;0,915;32,44;95,20
237;1631;105;228;258;87;80,37;82,16;81,26;0,899;318,18;87,47;59,61;406;466;367;386;1497;34,58;30,75;97,20;102,64;1244;1241;24,81;24,89;1,04;1,06;31,85;32,34;131;0,12;0,59;0,2;32,69;132;0,11;0,56;0,21;32,57;0,895;32,63;95,34
209;1653;101;219;257;87;80,47;82,23;81,37;0,866;318,52;86,83;52,70;433;518;350;372;1497;34,58;32,77;103,53;92,34;1246;1245;24,81;24,89;1,04;1,06;31,85;32,34;131;0,14;0,58;0,2;32,51;131;0,13;0,57;0,21;32,53;0,915;32,52;95,22
240;1656;110;220;245;88;82,69;82,55;81,61;0,935;318,71;87,59;56,85;404;486;351;379;1498;34,56;31,61;100,69;96,50;1245;1246;24,66;24,70;0,98;1,01;31,36;31,85;140;0,13;0,57;0,21;32,46;141;0,11;0,55;0,21;32,57;0,890;32,52;95,35
244;1607;102;224;256;86;82,44;82,24;80,90;1,335;322,04;87,07;70,84;400;473;366;386;1503;35,43;30,82;103,32;94,88;1243;1245;24,66;24,70;0,98;1,01;31,36;31,85;131;0,14;0,56;0,2;32,47;131;0,13;0,55;0,22;32,49;0,900;32,48;95,29
